id,config_id,title,type,parent_id,explanation,sort_order
dcf8cdf6_u8_t1_s1,dcf8cdf6,Flexibility to integrate arbitrary APIs/services,subtopic,dcf8cdf6_u8_t1,,1
dcf8cdf6_u8_t1_s2,dcf8cdf6,Greater control for custom UIs and logging,subtopic,dcf8cdf6_u8_t1,,2
dcf8cdf6_u8_t1_s3,dcf8cdf6,When to prefer no-code vs Python,subtopic,dcf8cdf6_u8_t1,,3
dcf8cdf6_u8_t2,dcf8cdf6,Project overview: AI Study Assistant,topic,dcf8cdf6_u8,"The AI Study Assistant is the main project for this unit. It is a Python application that uses an LLM to explain complex topics in simple terms and answer student questions. Building it teaches you the full lifecycle: setting up the API, writing prompts, handling responses, and preparing for deployment. It is a real, usable tool by the end.",2
dcf8cdf6_u8_t2_s1,dcf8cdf6,Explain complex topics simply,subtopic,dcf8cdf6_u8_t2,,1
dcf8cdf6_u8_t2_s2,dcf8cdf6,Answer natural-language questions,subtopic,dcf8cdf6_u8_t2,,2
dcf8cdf6_u8_t2_s3,dcf8cdf6,Always-available help use case,subtopic,dcf8cdf6_u8_t2,,3
dcf8cdf6_u8_t3,dcf8cdf6,How applications talk to LLMs,topic,dcf8cdf6_u8,"There are three ways a Python app can communicate with an LLM: run the model locally on your machine (needs powerful hardware), make raw HTTP requests to the provider's API, or use the provider's official SDK (the recommended approach). SDKs simplify the interaction significantly by handling authentication, request formatting, and error handling automatically.",3
dcf8cdf6_u8_t3_s1,dcf8cdf6,Run models locally,subtopic,dcf8cdf6_u8_t3,,1
dcf8cdf6_u8_t3_s2,dcf8cdf6,Direct HTTP API requests,subtopic,dcf8cdf6_u8_t3,,2
dcf8cdf6_u8_t3_s3,dcf8cdf6,Provider SDKs/libraries (chosen approach),subtopic,dcf8cdf6_u8_t3,,3
dcf8cdf6_u8_t4,dcf8cdf6,Advantages of using Python SDKs,topic,dcf8cdf6_u8,"SDKs are libraries provided by LLM companies that simplify API calls. They handle authentication, request formatting, response parsing, and error handling automatically. Instead of writing 20 lines of boilerplate HTTP code, you write 3 lines of SDK code. SDKs also provide helpful type hints and documentation that make development faster.",4
dcf8cdf6_u8_t4_s1,dcf8cdf6,"Handles auth, formatting, and errors",subtopic,dcf8cdf6_u8_t4,,1
dcf8cdf6_u8_t4_s2,dcf8cdf6,Speeds development by abstracting HTTP,subtopic,dcf8cdf6_u8_t4,,2
dcf8cdf6_u8_t4_s3,dcf8cdf6,"Examples: google-genai, openai, anthropic, deepseek-ai",subtopic,dcf8cdf6_u8_t4,,3
dcf8cdf6_u8_t5,dcf8cdf6,Three essential components of LLM apps,topic,dcf8cdf6_u8,"Every LLM application has three parts working together: the Model (the AI brain that generates responses), the Connector (the SDK or API that lets your code talk to the model), and the Instructions (prompts that tell the model how to behave). Understanding these three components helps you design and debug any LLM application.",5
dcf8cdf6_u8_t5_s1,dcf8cdf6,The Brain (LLM model),subtopic,dcf8cdf6_u8_t5,,1
dcf8cdf6_u8_t5_s2,dcf8cdf6,The Connector (API/SDK),subtopic,dcf8cdf6_u8_t5,,2
dcf8cdf6_u8_t5_s3,dcf8cdf6,Your Instructions (prompts),subtopic,dcf8cdf6_u8_t5,,3
dcf8cdf6_u8_t6,dcf8cdf6,Setup and first-build steps,topic,dcf8cdf6_u8,"Setting up an LLM app in Python takes four steps: set up the environment (Colab or local), install the SDK, get and securely store the API key, and write the code that calls the model. Running a simple test call first confirms everything works before building the full application. This is the standard onboarding flow for any LLM project.",6
dcf8cdf6_u8_t6_s1,dcf8cdf6,Environment setup (Colab) and packages,subtopic,dcf8cdf6_u8_t6,,1
dcf8cdf6_u8_t6_s2,dcf8cdf6,Obtain and securely store API key,subtopic,dcf8cdf6_u8_t6,,2
dcf8cdf6_u8_t6_s3,dcf8cdf6,Write and run full example code,subtopic,dcf8cdf6_u8_t6,,3
dcf8cdf6_u9,dcf8cdf6,Building LLM Applications Using Python Part 2,unit,,,9
dcf8cdf6_u9_t1,dcf8cdf6,Goal: making the assistant smarter,topic,dcf8cdf6_u9,"A basic LLM call with just a user message produces generic responses. To make the study assistant more useful, you need to define its behavior explicitly: set a tone, give it a subject focus, control output length, and add personality. This unit shows how system prompts and generation settings transform a generic chatbot into a specialized, consistent assistant.",1
dcf8cdf6_u9_t1_s1,dcf8cdf6,Limitations of a generic chatbot,subtopic,dcf8cdf6_u9_t1,,1
dcf8cdf6_u9_t1_s2,dcf8cdf6,Define overall behavior and guidelines,subtopic,dcf8cdf6_u9_t1,,2
dcf8cdf6_u9_t1_s3,dcf8cdf6,Add personality and output control,subtopic,dcf8cdf6_u9_t1,,3
dcf8cdf6_u9_t2,dcf8cdf6,Chat model roles and their purpose,topic,dcf8cdf6_u9,"Chat-based LLMs understand conversation through structured message roles. Each message has a role (system, user, or assistant) that tells the model who is speaking and why. Structuring messages correctly ensures the model understands its instructions, the user's question, and can maintain coherent multi-turn conversations.",2
dcf8cdf6_u9_t2_s1,dcf8cdf6,System role: global instructions and tone,subtopic,dcf8cdf6_u9_t2,,1
dcf8cdf6_u9_t2_s2,dcf8cdf6,User role: current question/input,subtopic,dcf8cdf6_u9_t2,,2
dcf8cdf6_u9_t3,dcf8cdf6,System prompts and prompt construction,topic,dcf8cdf6_u9,"Constructing good prompts is an art. The system prompt defines the assistant's personality and rules. The user prompt carries the question. Combining them correctly produces the best responses. The overall flow is: take the user's input, combine it with the system prompt, call the model, and return the output. Good prompt construction makes everything else easier.",3
dcf8cdf6_u9_t3_s1,dcf8cdf6,Using system prompt to set tone/personality,subtopic,dcf8cdf6_u9_t3,,1
dcf8cdf6_u9_t3_s2,dcf8cdf6,Flow: Input -> Prompt construction -> Model call -> Output,subtopic,dcf8cdf6_u9_t3,,2
dcf8cdf6_u9_t3_s3,dcf8cdf6,Preserving context across messages,subtopic,dcf8cdf6_u9_t3,,3
dcf8cdf6_u9_t4,dcf8cdf6,Implementing personalities,topic,dcf8cdf6_u9,"A fun and useful feature is giving the assistant multiple personalities the user can choose from — like a Strict Professor, a Friendly Tutor, or a Socratic Questioner. Implementing this is simple: store personality system prompts in a dictionary and pass the selected one to the model config based on the user's choice.",4
dcf8cdf6_u9_t4_s1,dcf8cdf6,Store personalities in a dictionary,subtopic,dcf8cdf6_u9_t4,,1
dcf8cdf6_u9_t4_s2,dcf8cdf6,Pass chosen system instruction to model config,subtopic,dcf8cdf6_u9_t4,,2
dcf8cdf6_u9_t4_s3,dcf8cdf6,Use GenerateContentConfig or equivalent,subtopic,dcf8cdf6_u9_t4,,3
dcf8cdf6_u9_t5,dcf8cdf6,Generation settings: temperature and tokens,topic,dcf8cdf6_u9,"Two key generation parameters control the model's output behavior. Temperature controls creativity vs. consistency. Token limits control response length. Tuning these settings lets you balance quality, cost, and user experience. For a study assistant, lower temperature and moderate token limits usually produce the most useful, focused answers.",5
dcf8cdf6_u9_t5_s1,dcf8cdf6,Temperature: deterministic->creative ranges,subtopic,dcf8cdf6_u9_t5,,1
dcf8cdf6_u9_t5_s2,dcf8cdf6,max_output_tokens and max_input_tokens limits,subtopic,dcf8cdf6_u9_t5,,2
dcf8cdf6_u9_t5_s3,dcf8cdf6,"Tradeoffs: cost, length, and conciseness",subtopic,dcf8cdf6_u9_t5,,3
dcf8cdf6_u9_t6,dcf8cdf6,Operational constraints and errors,topic,dcf8cdf6_u9,"Production LLM apps must handle operational constraints: rate limits (too many requests per minute), token allowances (monthly quotas), and server errors (503s when the API is overloaded). Building retry logic and error handling into your app makes it robust. Ignoring these leads to crashes and a poor user experience.",6
dcf8cdf6_u9_t6_s1,dcf8cdf6,Rate limits and retry behavior,subtopic,dcf8cdf6_u9_t6,,1
dcf8cdf6_u9_t6_s2,dcf8cdf6,Token allowances and cost awareness,subtopic,dcf8cdf6_u9_t6,,2
dcf8cdf6_u9_t6_s3,dcf8cdf6,Server errors and recommended retries,subtopic,dcf8cdf6_u9_t6,,3
dcf8cdf6_u10,dcf8cdf6,Building UI for LLM Applications,unit,,,10
dcf8cdf6_u10_t1,dcf8cdf6,Why build a UI and deploy,topic,dcf8cdf6_u10,"A Python script that calls an LLM is useful but not shareable. Building a UI transforms it into an app anyone can use from a browser — no Python knowledge required. Deployment makes it publicly accessible. Together, UI and deployment take your LLM application from a personal tool to a product others can use.",1
dcf8cdf6_u10_t1_s1,dcf8cdf6,Make code usable and presentable for others,subtopic,dcf8cdf6_u10_t1,,1
dcf8cdf6_u10_t1_s2,dcf8cdf6,Provide easy access without local setup,subtopic,dcf8cdf6_u10_t1,,2
dcf8cdf6_u10_t1_s3,dcf8cdf6,Importance of deployment for sharing,subtopic,dcf8cdf6_u10_t1,,3
dcf8cdf6_u10_t2,dcf8cdf6,Approaches to creating web UIs,topic,dcf8cdf6_u10,There are multiple ways to add a UI to an LLM app. UI frameworks like Gradio and Streamlit let you build interactive web apps with pure Python — no HTML or CSS needed. Full-stack approaches use HTML/CSS/JS. No-code builders like Bubble require no code at all. Gradio is the standard choice for quick ML demos.,2
dcf8cdf6_u10_t2_s1,dcf8cdf6,"UI frameworks (Gradio, Streamlit)",subtopic,dcf8cdf6_u10_t2,,1
dcf8cdf6_u10_t2_s2,dcf8cdf6,Full-stack web (HTML/CSS/JS) options,subtopic,dcf8cdf6_u10_t2,,2
dcf8cdf6_u10_t2_s3,dcf8cdf6,No-code/low-code builders,subtopic,dcf8cdf6_u10_t2,,3
dcf8cdf6_u10_t3,dcf8cdf6,Introduction to Gradio,topic,dcf8cdf6_u10,"Gradio is a Python library that converts any function into a shareable web app. You define what inputs the function takes (text, image, audio, etc.) and what it returns, and Gradio builds the UI automatically. It is the fastest way to create a web interface for an LLM application and is widely used in the ML research community.",3
dcf8cdf6_u10_t3_s1,dcf8cdf6,Turn Python functions into web apps,subtopic,dcf8cdf6_u10_t3,,1
dcf8cdf6_u10_t3_s2,dcf8cdf6,Input/output component types,subtopic,dcf8cdf6_u10_t3,,2
dcf8cdf6_u10_t3_s3,dcf8cdf6,Built-in sharing and quick demos,subtopic,dcf8cdf6_u10_t3,,3
dcf8cdf6_u10_t4,dcf8cdf6,Gradio workflow and components,topic,dcf8cdf6_u10,"Building a Gradio app follows a simple workflow: define your Python function, choose input and output components, create the interface, and launch it. Gradio handles the web server, UI rendering, and data passing between components and your function automatically. You focus on Python logic; Gradio handles the web layer.",4
dcf8cdf6_u10_t4_s1,dcf8cdf6,"Define fn, inputs, outputs, title, description",subtopic,dcf8cdf6_u10_t4,,1
dcf8cdf6_u10_t4_s2,dcf8cdf6,"Components: Textbox, Radio, Dropdown, Image, etc.",subtopic,dcf8cdf6_u10_t4,,2
dcf8cdf6_u10_t4_s3,dcf8cdf6,Data flow: UI -> Python function -> result display,subtopic,dcf8cdf6_u10_t4,,3
dcf8cdf6_u10_t5,dcf8cdf6,Integrating Gradio with Study Assistant,topic,dcf8cdf6_u10,"Connecting the study assistant to a Gradio UI requires wrapping the assistant's main function in Gradio-compatible format. The function should accept the inputs Gradio will pass (question text, personality selection) and return the output Gradio will display (answer text). This integration takes just a few lines of code.",5
dcf8cdf6_u10_t5_s1,dcf8cdf6,Wrap assistant function for Gradio inputs,subtopic,dcf8cdf6_u10_t5,,1
dcf8cdf6_u10_t5_s2,dcf8cdf6,Map personality selector and text input,subtopic,dcf8cdf6_u10_t5,,2
dcf8cdf6_u10_t5_s3,dcf8cdf6,Display model response and launch server,subtopic,dcf8cdf6_u10_t5,,3
dcf8cdf6_u10_t6,dcf8cdf6,Installation and launching,topic,dcf8cdf6_u10,"Gradio is a third-party Python package installed with pip. Once installed, import it and create an Interface or Blocks object. Calling .launch() starts a local web server and opens the UI. The debug=True option shows errors in the UI, making it much easier to fix problems during development.",6
dcf8cdf6_u10_t6_s1,dcf8cdf6,Install gradio via pip,subtopic,dcf8cdf6_u10_t6,,1
dcf8cdf6_u10_t6_s2,dcf8cdf6,Import and create gr.Interface or Blocks,subtopic,dcf8cdf6_u10_t6,,2
dcf8cdf6_u11_t1,dcf8cdf6,Deployment fundamentals,topic,dcf8cdf6_u11,"Deployment moves your application from your local machine to a server that runs continuously and is accessible via a public URL. Without deployment, you must run the script yourself every time someone wants to use it. Deployed apps have a stable URL, run 24/7, and can serve multiple users simultaneously — the difference between a prototype and a real product.",1
dcf8cdf6_u11_t1_s1,dcf8cdf6,Local vs. hosted applications,subtopic,dcf8cdf6_u11_t1,,1
dcf8cdf6_u11_t1_s2,dcf8cdf6,"What deployment accomplishes (public server, persistent URL)",subtopic,dcf8cdf6_u11_t1,,2
dcf8cdf6_u11_t1_s3,dcf8cdf6,General deployment workflow,subtopic,dcf8cdf6_u11_t1,,3
dcf8cdf6_u11_t2,dcf8cdf6,Hugging Face Spaces,topic,dcf8cdf6_u11,Hugging Face Spaces is a free hosting platform for ML demos and apps. It supports Gradio and Streamlit apps natively. You push your code to a Space (essentially a Git repository) and Hugging Face automatically builds and hosts it. Secrets (like API keys) are managed securely through the Space settings. It is the easiest way to deploy a Gradio LLM app.,2
dcf8cdf6_u11_t2_s1,dcf8cdf6,Purpose and features for ML demos,subtopic,dcf8cdf6_u11_t2,,1
dcf8cdf6_u11_t2_s2,dcf8cdf6,Automatic build and cloud hosting,subtopic,dcf8cdf6_u11_t2,,2
dcf8cdf6_u11_t2_s3,dcf8cdf6,Secrets management for API keys,subtopic,dcf8cdf6_u11_t2,,3
dcf8cdf6_u11_t3,dcf8cdf6,Preparing app files,topic,dcf8cdf6_u11,"To deploy to Hugging Face Spaces (or any platform), you need two essential files: app.py (the runnable application) and requirements.txt (the list of dependencies). The app.py must be self-contained and server-ready — no notebook-specific code, no hardcoded secrets. Preparing these files correctly is the most important pre-deployment step.",3
dcf8cdf6_u11_t3_s1,dcf8cdf6,app.py: runnable application entrypoint,subtopic,dcf8cdf6_u11_t3,,1
dcf8cdf6_u11_t3_s2,dcf8cdf6,requirements.txt: dependency listing,subtopic,dcf8cdf6_u11_t3,,2
dcf8cdf6_u11_t3_s3,dcf8cdf6,"Removing notebook-only constructs (e.g., demo.launch)",subtopic,dcf8cdf6_u11_t3,,3
dcf8cdf6_u11_t4,dcf8cdf6,Code modifications for deployment,topic,dcf8cdf6_u11,Moving from Colab to production requires small but critical code changes. API keys must come from environment variables (not hardcoded or from Colab secrets). Any Colab-specific imports must be removed. The code must work in a standard Python environment. These changes make the app portable and secure.,4
dcf8cdf6_u11_t4_s1,dcf8cdf6,Read API keys from environment variables,subtopic,dcf8cdf6_u11_t4,,1
dcf8cdf6_u11_t4_s2,dcf8cdf6,Refactor Colab-specific code to server-ready code,subtopic,dcf8cdf6_u11_t4,,2
dcf8cdf6_u11_t4_s3,dcf8cdf6,Ensure stateless operation where possible,subtopic,dcf8cdf6_u11_t4,,3
dcf8cdf6_u11_t5,dcf8cdf6,Step-by-step deployment process,topic,dcf8cdf6_u11,"Deploying to Hugging Face Spaces follows a clear sequence: create an account and Space, add your API key as a secret, upload your code files, and the platform builds the app automatically. The whole process takes under 10 minutes. Once live, you get a public URL you can share immediately.",5
dcf8cdf6_u11_t5_s1,dcf8cdf6,Create Hugging Face account and Space,subtopic,dcf8cdf6_u11_t5,,1
dcf8cdf6_u11_t5_s2,dcf8cdf6,"Add secrets, upload files, trigger build",subtopic,dcf8cdf6_u11_t5,,2
dcf8cdf6_u11_t5_s3,dcf8cdf6,Validate and test the live URL,subtopic,dcf8cdf6_u11_t5,,3
dcf8cdf6_u11_t6,dcf8cdf6,Free-tier limitations,topic,dcf8cdf6_u11,Hugging Face Spaces free tier has practical limitations you should be aware of. Apps go to sleep after a period of inactivity and need a minute to wake up when accessed again. CPU performance is limited. Storage and memory are capped. Understanding these limits helps you set appropriate expectations and plan upgrades if needed.,6
dcf8cdf6_u11_t6_s1,dcf8cdf6,Sleep mode and uptime constraints,subtopic,dcf8cdf6_u11_t6,,1
dcf8cdf6_u11_t6_s2,dcf8cdf6,Performance and resource limits,subtopic,dcf8cdf6_u11_t6,,2
dcf8cdf6_u11_t6_s3,dcf8cdf6,Storage and usage considerations,subtopic,dcf8cdf6_u11_t6,,3
dcf8cdf6_u12,dcf8cdf6,Introduction to Langchain,unit,,,12
dcf8cdf6_u12_t1,dcf8cdf6,Motivation and Challenges in LLM Development,topic,dcf8cdf6_u12,"Building LLM applications from scratch involves many repetitive, complex tasks: formatting messages correctly for each provider, handling rate limits, chaining prompts, managing conversation history, and integrating tools. Each provider has a different API format, so switching providers requires rewriting significant code. These challenges make LLM development slow and error-prone without a framework.",1
dcf8cdf6_u12_t1_s1,dcf8cdf6,Manual and repetitive tasks,subtopic,dcf8cdf6_u12_t1,,1
dcf8cdf6_u12_t1_s2,dcf8cdf6,Provider differences and migration costs,subtopic,dcf8cdf6_u12_t1,,2
dcf8cdf6_u12_t1_s3,dcf8cdf6,"Scalability, maintenance, and error handling",subtopic,dcf8cdf6_u12_t1,,3
dcf8cdf6_u12_t2,dcf8cdf6,Why Use a Framework,topic,dcf8cdf6_u12,"A framework like LangChain provides standardized, pre-built components for common LLM tasks. Instead of writing custom code for every feature, you use battle-tested building blocks. This speeds up development, reduces bugs, and makes your code easier for other developers to read and maintain. Frameworks also enable community-driven improvements and integrations.",2
dcf8cdf6_u12_t2_s1,dcf8cdf6,Standardization across providers,subtopic,dcf8cdf6_u12_t2,,1
dcf8cdf6_u12_t2_s2,dcf8cdf6,Pre-built components and extensibility,subtopic,dcf8cdf6_u12_t2,,2
dcf8cdf6_u12_t2_s3,dcf8cdf6,Reduced boilerplate and faster iteration,subtopic,dcf8cdf6_u12_t2,,3
dcf8cdf6_u12_t3,dcf8cdf6,Overview of LangChain,topic,dcf8cdf6_u12,"LangChain is an open-source Python (and JavaScript) framework for building applications powered by LLMs. It provides modular components for models, prompts, memory, tools, and agents, and an orchestration layer called LangChain Expression Language (LCEL) for chaining them. It has a large community and integrates with hundreds of external services.",3
dcf8cdf6_u12_t3_s1,dcf8cdf6,Core goals and adoption,subtopic,dcf8cdf6_u12_t3,,1
dcf8cdf6_u12_t3_s2,dcf8cdf6,"Key advantages (modularity, integrations)",subtopic,dcf8cdf6_u12_t3,,2
dcf8cdf6_u12_t3_s3,dcf8cdf6,Ecosystem and community resources,subtopic,dcf8cdf6_u12_t3,,3
dcf8cdf6_u12_t4,dcf8cdf6,LangChain Core Components,topic,dcf8cdf6_u12,"LangChain is built around four core component types: Models (LLM provider interfaces), Messages (structured conversation inputs), Tools (external functions agents can call), and Agents (autonomous reasoning and decision-making loops). Understanding these components is the foundation for building any LangChain application.",4
dcf8cdf6_u12_t4_s1,dcf8cdf6,Models (LLM provider interfaces),subtopic,dcf8cdf6_u12_t4,,1
dcf8cdf6_u12_t5,dcf8cdf6,Working with Models in LangChain,topic,dcf8cdf6_u12,"LangChain provides a unified way to initialize and invoke any supported LLM. The init_chat_model() function creates a model object from any supported provider. Once created, use .invoke() with a list of messages to get a response. This common interface is the biggest productivity win — your application code does not depend on any specific provider.",5
dcf8cdf6_u12_t5_s1,dcf8cdf6,init_chat_model usage and parameters,subtopic,dcf8cdf6_u12_t5,,1
dcf8cdf6_u12_t5_s2,dcf8cdf6,Provider-specific packages and API keys,subtopic,dcf8cdf6_u12_t5,,2
dcf8cdf6_u12_t5_s3,dcf8cdf6,Invoking models with invoke(),subtopic,dcf8cdf6_u12_t5,,3
dcf8cdf6_u12_t6,dcf8cdf6,Messages and Conversation Structure,topic,dcf8cdf6_u12,"Conversations in LangChain are structured as ordered lists of message objects. Each object has a role (system, human, AI, tool) and content. Building the right message list is essential for coherent multi-turn conversations. LangChain message types map directly to the roles supported by chat LLMs.",6
dcf8cdf6_u12_t6_s1,dcf8cdf6,"Message object fields (role, content, metadata)",subtopic,dcf8cdf6_u12_t6,,1
dcf8cdf6_u12_t6_s2,dcf8cdf6,"SystemMessage, HumanMessage, AIMessage",subtopic,dcf8cdf6_u12_t6,,2
dcf8cdf6_u12_t6_s3,dcf8cdf6,Constructing message lists for requests,subtopic,dcf8cdf6_u12_t6,,3
dcf8cdf6_u13,dcf8cdf6,Effective Prompting Techniques,unit,,,13
dcf8cdf6_u13_t1,dcf8cdf6,Structured prompting (JSON and TOON formats),topic,dcf8cdf6_u13,"Unstructured prompts (plain paragraphs with all your requirements mixed together) are easy to write but hard for the model to parse reliably. Structured prompt formats like JSON and TOON (Token-Optimized Object Notation) organize prompt elements explicitly, leading to more consistent and predictable outputs. They are especially useful for automation and backend integrations.",1
dcf8cdf6_u13_t1_s1,dcf8cdf6,Problems with unstructured prompts: missed details and inconsistent output,subtopic,dcf8cdf6_u13_t1,,1
dcf8cdf6_u13_t1_s2,dcf8cdf6,JSON prompting: explicit task structure and data-extraction example,subtopic,dcf8cdf6_u13_t1,,2
dcf8cdf6_u13_t1_s3,dcf8cdf6,TOON format: token-efficient schema syntax and token-savings comparison,subtopic,dcf8cdf6_u13_t1,,3
dcf8cdf6_u13_t1_s4,dcf8cdf6,"When to use structured prompts: automation, backend integration, multi-step workflows",subtopic,dcf8cdf6_u13_t1,,4
dcf8cdf6_u13_t2,dcf8cdf6,Meta-prompting (using models to improve prompts),topic,dcf8cdf6_u13,"Meta-prompting is the technique of using an LLM to generate or refine your own prompts before running the final task. Instead of spending hours trial-and-erroring prompts, ask the model to write a better prompt for you, then use that improved prompt for the real task. This often produces dramatically better outputs with less effort.",2
dcf8cdf6_u13_t2_s1,dcf8cdf6,"Definition and benefits: better prompts, reduced trial-and-error",subtopic,dcf8cdf6_u13_t2,,1
dcf8cdf6_u13_t2_s2,dcf8cdf6,Workflow: ask model to generate or refine the prompt before the final run,subtopic,dcf8cdf6_u13_t2,,2
dcf8cdf6_u13_t2_s3,dcf8cdf6,Example: generate a prompt for product description or SEO-optimized blog,subtopic,dcf8cdf6_u13_t2,,3
dcf8cdf6_u13_t3,dcf8cdf6,Prompt chaining (stepwise task decomposition),topic,dcf8cdf6_u13,"Prompt chaining breaks a complex task into a sequence of simpler prompts, where each step's output becomes the next step's input. Instead of asking the model to do everything in one prompt (which often produces mediocre results), you guide it step by step. This produces higher quality, more coherent results for complex multi-stage tasks.",3
dcf8cdf6_u13_t3_s1,dcf8cdf6,Technique: split complex tasks into sequential prompts,subtopic,dcf8cdf6_u13_t3,,1
dcf8cdf6_u13_t3_s2,dcf8cdf6,Implementation steps: produce intermediate outputs and feed them forward,subtopic,dcf8cdf6_u13_t3,,2
dcf8cdf6_u13_t3_s3,dcf8cdf6,Example chain: summarize topic -> generate exam questions -> compile revision sheet,subtopic,dcf8cdf6_u13_t3,,3
dcf8cdf6_u13_t3_s4,dcf8cdf6,Benefits: improved coherence and controllable multi-step outputs,subtopic,dcf8cdf6_u13_t3,,4
dcf8cdf6_u13_t4,dcf8cdf6,PromptBase marketplace and prompt reuse,topic,dcf8cdf6_u13,"PromptBase is an online marketplace where you can buy, sell, and share high-quality prompts. Instead of spending hours crafting the perfect prompt for a specific task, you can find one that experts have already tested and optimized. It covers prompts for image generation, copywriting, coding, education, and more.",4
dcf8cdf6_u13_t4_s1,dcf8cdf6,Purpose: buy/sell high-quality prompts and access free prompts,subtopic,dcf8cdf6_u13_t4,,1
dcf8cdf6_u13_t4_s2,dcf8cdf6,"Getting started: create account, upload tested prompts with keywords",subtopic,dcf8cdf6_u13_t4,,2
dcf8cdf6_u13_t4_s3,dcf8cdf6,Best practices: use clear descriptions and relevant metadata for discoverability,subtopic,dcf8cdf6_u13_t4,,3
dcf8cdf6_u13_t5,dcf8cdf6,General effective prompting tips,topic,dcf8cdf6_u13,"Effective prompting is a skill that improves with practice. Key principles: be specific about what you want, provide context about the audience and purpose, give exact format instructions, and iterate based on results. These tips apply regardless of which model or tool you use and are the foundation of good prompt engineering.",5
dcf8cdf6_u13_t5_s1,dcf8cdf6,"Clarity and specificity: give exact length, tone, and format requirements",subtopic,dcf8cdf6_u13_t5,,1
dcf8cdf6_u13_t5_s2,dcf8cdf6,"Contextual awareness: provide audience, role, and background information",subtopic,dcf8cdf6_u13_t5,,2
dcf8cdf6_u13_t5_s3,dcf8cdf6,"Output guidance: instruct exact structure (tables, bullet points, examples)",subtopic,dcf8cdf6_u13_t5,,3
dcf8cdf6_u13_t5_s4,dcf8cdf6,Adaptability: use reusable templates and iterate with feedback,subtopic,dcf8cdf6_u13_t5,,4
dcf8cdf6_u14,dcf8cdf6,Understanding How LLMs Work | Part 1,unit,,,14
dcf8cdf6_u14_t1,dcf8cdf6,What is an LLM,topic,dcf8cdf6_u14,"A Large Language Model (LLM) is a type of AI system trained on massive amounts of text data to understand and generate human language. LLMs have billions of parameters (learned numeric weights) and require powerful computers to train and run. They can generate text, answer questions, summarize documents, translate languages, and write code.",1
dcf8cdf6_u14_t1_s1,dcf8cdf6,Definition and training data scale,subtopic,dcf8cdf6_u14_t1,,1
dcf8cdf6_u14_t1_s2,dcf8cdf6,"Compute, memory, and parameter considerations",subtopic,dcf8cdf6_u14_t1,,2
dcf8cdf6_u14_t1_s3,dcf8cdf6,"Typical capabilities (generation, summarization, translation)",subtopic,dcf8cdf6_u14_t1,,3
e3013ce3_u1_t2_s1,e3013ce3,"Headers (#include, <bits/stdc++.h>)",subtopic,e3013ce3_u1_t2,,1
e3013ce3_u1_t2_s2,e3013ce3,"int main(), return 0, braces and semicolons",subtopic,e3013ce3_u1_t2,,2
dcf8cdf6_u14_t2,dcf8cdf6,Core principle: next-word prediction,topic,dcf8cdf6_u14,"The fundamental task LLMs are trained on is next-word (actually next-token) prediction. Given a sequence of tokens, predict the most probable next token. Repeat this process and you get a full generated sentence. This simple objective, applied to massive data with massive compute, produces models with surprising reasoning and generation capabilities.",2
dcf8cdf6_u14_t2_s1,dcf8cdf6,Probability-based token prediction,subtopic,dcf8cdf6_u14_t2,,1
dcf8cdf6_u14_t2_s2,dcf8cdf6,Iterative generation to form sentences,subtopic,dcf8cdf6_u14_t2,,2
dcf8cdf6_u14_t2_s3,dcf8cdf6,Examples illustrating prediction steps,subtopic,dcf8cdf6_u14_t2,,3
dcf8cdf6_u14_t3,dcf8cdf6,Transformer architecture overview,topic,dcf8cdf6_u14,"Transformers are the neural network architecture that powers all modern LLMs. Introduced in 2017, they replaced older RNN-based architectures. The key innovation is the attention mechanism, which lets the model process all tokens in parallel and capture relationships between any two tokens regardless of their distance in the sequence.",3
dcf8cdf6_u14_t3_s1,dcf8cdf6,Why Transformers replaced RNNs/LSTMs,subtopic,dcf8cdf6_u14_t3,,1
dcf8cdf6_u14_t3_s2,dcf8cdf6,Parallel processing and long-range dependency handling,subtopic,dcf8cdf6_u14_t3,,2
dcf8cdf6_u14_t3_s3,dcf8cdf6,Encoder-decoder high-level roles,subtopic,dcf8cdf6_u14_t3,,3
dcf8cdf6_u14_t4,dcf8cdf6,Pre-processing: tokenization,topic,dcf8cdf6_u14,"Before text enters the model, it must be converted into tokens — numeric IDs the model can process. Tokenization splits text into pieces (whole words, subwords, or characters) and maps each piece to an ID in the model's vocabulary. The choice of tokenization strategy affects model efficiency and how it handles rare words.",4
dcf8cdf6_u14_t4_s1,dcf8cdf6,"Token types: words, subwords, characters",subtopic,dcf8cdf6_u14_t4,,1
dcf8cdf6_u14_t4_s2,dcf8cdf6,How tokens are split and tokenizer variability,subtopic,dcf8cdf6_u14_t4,,2
dcf8cdf6_u14_t4_s3,dcf8cdf6,Impact on input length and model behavior,subtopic,dcf8cdf6_u14_t4,,3
dcf8cdf6_u14_t5,dcf8cdf6,Embeddings and positional encoding,topic,dcf8cdf6_u14,"After tokenization, each token ID is converted into a dense vector (embedding) that represents its meaning numerically. These vectors place similar-meaning words close together in a high-dimensional space. Since the Transformer processes all tokens simultaneously and has no inherent sense of order, positional encodings are added to tell the model where in the sequence each token appears.",5
dcf8cdf6_u14_t5_s1,dcf8cdf6,Embeddings as vector representations,subtopic,dcf8cdf6_u14_t5,,1
